ID,Study,Male,Adult,enter,exit,event,cause,COD,Cluster
ACRP1,ACR,0,1,273,365,0,Censored,Censored,1
ACRP1,ACR,0,1,0,364,0,Censored,Censored,1
ACRP1,ACR,0,1,0,364,0,Censored,Censored,1
ACRP1,ACR,0,1,0,274,0,Censored,Censored,1
ACRP10,ACR,0,1,126,142,0,Censored,Censored,1
ACRP11,ACR,0,1,268,364,0,Censored,Censored,1
ACRP11,ACR,0,1,0,275,0,Censored,Censored,1
ACRP12,ACR,0,1,311,364,0,Censored,Censored,1
ACRP12,ACR,0,1,0,152,0,Censored,Censored,1
ACRP13,ACR,1,1,347,364,0,Censored,Censored,1
ACRP13,ACR,1,1,0,275,0,Censored,Censored,1
ACRP14,ACR,1,0,0,209,1,Management,DEPREDATION,1
ACRP15,ACR,1,0,35,38,1,Management,DEPREDATION,1
ACRP16,ACR,0,1,75,174,0,Censored,Censored,1
ACRP17,ACR,0,0,82,281,0,Censored,Censored,1
ACRP19,ACR,1,0,247,364,0,Censored,Censored,1
ACRP19,ACR,1,0,0,52,0,Censored,Censored,1
ACRP2,ACR,0,0,317,365,0,Censored,Censored,1
ACRP2,ACR,0,0,0,244,0,Censored,Censored,1
ACRP2,ACR,0,1,238,286,0,Censored,Censored,1
ACRP21,ACR,1,1,35,51,1,Management,DEPREDATION,1
ACRP4,ACR,0,1,50,211,0,Censored,Censored,1
ACRP4,ACR,0,1,116,364,0,Censored,Censored,1
ACRP4,ACR,0,1,0,274,0,Censored,Censored,1
ACRP5,ACR,1,1,91,364,0,Censored,Censored,1
ACRP5,ACR,1,1,0,364,0,Censored,Censored,1
ACRP5,ACR,1,1,0,275,0,Censored,Censored,1
ACRP6,ACR,0,0,59,204,1,Management,DEPREDATION,1
ACRP9,ACR,0,1,56,364,0,Censored,Censored,1
ACRP9,ACR,0,1,0,8,1,Natural (Non-ISA),NATURAL CAUSE,1
Central_CoastSF1,Central_Coast,0,1,336,364,0,Censored,Censored,2
Central_CoastSF1,Central_Coast,0,1,0,364,0,Censored,Censored,2
Central_CoastSF1,Central_Coast,0,1,0,139,0,Censored,Censored,2
Central_CoastSF2,Central_Coast,0,1,26,364,0,Censored,Censored,2
Central_CoastSF2,Central_Coast,0,1,0,148,1,Unknown,UNKNOWN,2
Central_CoastSF3,Central_Coast,0,1,26,364,0,Censored,Censored,2
Central_CoastSF3,Central_Coast,0,1,0,15,0,Censored,Censored,2
Central_CoastSF4,Central_Coast,0,1,51,364,0,Censored,Censored,2
Central_CoastSF4,Central_Coast,0,1,0,137,0,Censored,Censored,2
Central_CoastSF5,Central_Coast,0,1,98,309,0,Censored,Censored,2
Central_CoastSM1,Central_Coast,1,1,18,364,0,Censored,Censored,2
Central_CoastSM1,Central_Coast,1,1,0,76,1,Vehicle,HIT BY CAR,2
Central_CoastSM2,Central_Coast,1,1,110,164,1,Management,DEPREDATION,2
Central_CoastSM3,Central_Coast,1,1,341,364,0,Censored,Censored,2
Central_CoastSM3,Central_Coast,1,1,0,364,0,Censored,Censored,2
Central_CoastSM3,Central_Coast,1,1,0,141,0,Censored,Censored,2
Central_CoastSM4,Central_Coast,1,1,9,364,0,Censored,Censored,2
Central_CoastSM4,Central_Coast,1,1,0,141,0,Censored,Censored,2
Central_CoastSM5,Central_Coast,1,1,56,60,0,Censored,Censored,2
Eastern_Sierra102,Eastern_Sierra,1,1,255,364,0,Censored,Censored,3
Eastern_Sierra102,Eastern_Sierra,1,1,0,45,1,ISA,PREDATION,3
Eastern_Sierra103,Eastern_Sierra,1,1,32,323,0,Censored,Censored,3
Eastern_Sierra105,Eastern_Sierra,0,1,101,306,0,Censored,Censored,3
Eastern_Sierra105,Eastern_Sierra,0,1,8,364,0,Censored,Censored,3
Eastern_Sierra105,Eastern_Sierra,0,1,0,364,0,Censored,Censored,3
Eastern_Sierra105,Eastern_Sierra,0,1,0,64,1,Management,SNBS,3
Eastern_Sierra106,Eastern_Sierra,0,1,116,365,0,Censored,Censored,3
Eastern_Sierra106,Eastern_Sierra,0,1,0,184,0,Censored,Censored,3
Eastern_Sierra108,Eastern_Sierra,0,1,177,297,0,Censored,Censored,3
Eastern_Sierra109,Eastern_Sierra,0,1,32,364,0,Censored,Censored,3
Eastern_Sierra109,Eastern_Sierra,0,1,0,111,0,Censored,Censored,3
Eastern_Sierra111,Eastern_Sierra,1,1,262,365,0,Censored,Censored,3
Eastern_Sierra111,Eastern_Sierra,1,1,0,364,0,Censored,Censored,3
Eastern_Sierra111,Eastern_Sierra,1,1,0,364,0,Censored,Censored,3
Eastern_Sierra111,Eastern_Sierra,1,1,0,213,0,Censored,Censored,3
Eastern_Sierra113,Eastern_Sierra,1,0,164,364,0,Censored,Censored,3
Eastern_Sierra113,Eastern_Sierra,1,0,0,188,0,Censored,Censored,3
Eastern_Sierra113,Eastern_Sierra,1,1,182,213,0,Censored,Censored,3
Eastern_Sierra114,Eastern_Sierra,0,1,43,364,0,Censored,Censored,3
Eastern_Sierra114,Eastern_Sierra,0,1,0,48,1,Management,SNBS,3
Eastern_Sierra119,Eastern_Sierra,0,0,312,364,0,Censored,Censored,3
Eastern_Sierra119,Eastern_Sierra,0,0,0,31,1,Management,DEPREDATION,3
Eastern_Sierra120,Eastern_Sierra,0,0,143,213,0,Censored,Censored,3
Eastern_Sierra121,Eastern_Sierra,0,0,309,355,1,Natural (Non-ISA),STARVED,3
Eastern_Sierra124,Eastern_Sierra,0,1,70,271,0,Censored,Censored,3
Eastern_Sierra128,Eastern_Sierra,1,0,193,364,0,Censored,Censored,3
Eastern_Sierra128,Eastern_Sierra,1,0,0,11,1,Unknown,UNKNOWN,3
Eastern_Sierra129,Eastern_Sierra,0,1,175,364,0,Censored,Censored,3
Eastern_Sierra129,Eastern_Sierra,0,1,0,64,1,Management,DEPREDATION,3
Eastern_Sierra130,Eastern_Sierra,0,1,194,364,0,Censored,Censored,3
Eastern_Sierra130,Eastern_Sierra,0,1,0,293,0,Censored,Censored,3
Eastern_Sierra130,Eastern_Sierra,0,1,295,364,0,Censored,Censored,3
Eastern_Sierra130,Eastern_Sierra,0,1,0,321,1,Natural (Non-ISA),STARVED,3
Eastern_Sierra133,Eastern_Sierra,0,1,52,364,0,Censored,Censored,3
Eastern_Sierra133,Eastern_Sierra,0,1,0,69,0,Censored,Censored,3
Eastern_Sierra140,Eastern_Sierra,1,0,77,342,1,Vehicle,ROAD-KILL,3
Eastern_Sierra141,Eastern_Sierra,0,1,84,364,0,Censored,Censored,3
Eastern_Sierra141,Eastern_Sierra,0,1,0,163,0,Censored,Censored,3
Eastern_Sierra143,Eastern_Sierra,0,1,238,365,0,Censored,Censored,3
Eastern_Sierra143,Eastern_Sierra,0,1,0,95,1,Management,SNBS,3
Eastern_Sierra144,Eastern_Sierra,1,1,280,364,0,Censored,Censored,3
Eastern_Sierra144,Eastern_Sierra,1,1,0,364,0,Censored,Censored,3
Eastern_Sierra144,Eastern_Sierra,1,1,0,27,1,ISA,PREDATION,3
Eastern_Sierra145,Eastern_Sierra,1,1,294,364,0,Censored,Censored,3
Eastern_Sierra145,Eastern_Sierra,1,1,0,107,0,Censored,Censored,3
Eastern_Sierra146,Eastern_Sierra,0,0,33,188,0,Censored,Censored,3
Eastern_Sierra146,Eastern_Sierra,0,1,182,260,1,Vehicle,ROAD-KILL,3
Eastern_Sierra147,Eastern_Sierra,1,1,64,364,0,Censored,Censored,3
Eastern_Sierra147,Eastern_Sierra,1,1,0,364,0,Censored,Censored,3
Eastern_Sierra147,Eastern_Sierra,1,1,0,146,0,Censored,Censored,3
Eastern_Sierra148,Eastern_Sierra,1,1,88,364,0,Censored,Censored,3
Eastern_Sierra148,Eastern_Sierra,1,1,0,45,0,Censored,Censored,3
Eastern_Sierra149,Eastern_Sierra,1,1,102,113,0,Censored,Censored,3
Eastern_Sierra154,Eastern_Sierra,1,0,252,364,0,Censored,Censored,3
Eastern_Sierra154,Eastern_Sierra,1,0,0,364,0,Censored,Censored,3
Eastern_Sierra154,Eastern_Sierra,1,0,0,146,0,Censored,Censored,3
Eastern_Sierra155,Eastern_Sierra,0,0,275,364,0,Censored,Censored,3
Eastern_Sierra155,Eastern_Sierra,0,0,0,167,0,Censored,Censored,3
Eastern_Sierra155,Eastern_Sierra,0,1,189,328,0,Censored,Censored,3
Eastern_Sierra156,Eastern_Sierra,1,0,303,325,0,Censored,Censored,3
Eastern_Sierra157,Eastern_Sierra,0,1,303,364,0,Censored,Censored,3
Eastern_Sierra157,Eastern_Sierra,0,1,0,364,0,Censored,Censored,3
Eastern_Sierra157,Eastern_Sierra,0,1,0,148,0,Censored,Censored,3
Eastern_Sierra158,Eastern_Sierra,0,1,315,364,0,Censored,Censored,3
Eastern_Sierra158,Eastern_Sierra,0,1,0,364,0,Censored,Censored,3
Eastern_Sierra158,Eastern_Sierra,0,1,0,148,0,Censored,Censored,3
Eastern_Sierra159,Eastern_Sierra,0,1,319,364,0,Censored,Censored,3
Eastern_Sierra159,Eastern_Sierra,0,1,0,364,0,Censored,Censored,3
Eastern_Sierra159,Eastern_Sierra,0,1,0,148,0,Censored,Censored,3
Eastern_Sierra164,Eastern_Sierra,0,1,92,364,0,Censored,Censored,3
Eastern_Sierra165,Eastern_Sierra,1,0,98,364,0,Censored,Censored,3
Eastern_Sierra165,Eastern_Sierra,1,0,0,145,0,Censored,Censored,3
Eastern_Sierra166,Eastern_Sierra,1,0,144,358,0,Censored,Censored,3
Eastern_Sierra166,Eastern_Sierra,1,0,7,146,0,Censored,Censored,3
Eastern_Sierra167,Eastern_Sierra,0,1,154,364,0,Censored,Censored,3
Eastern_Sierra167,Eastern_Sierra,0,1,0,141,0,Censored,Censored,3
Eastern_Sierra168,Eastern_Sierra,0,1,155,302,0,Censored,Censored,3
Eastern_Sierra168,Eastern_Sierra,0,1,79,148,0,Censored,Censored,3
Eastern_Sierra169,Eastern_Sierra,1,0,175,271,1,Vehicle,ROAD-KILL,3
Eastern_Sierra172,Eastern_Sierra,0,1,9,146,0,Censored,Censored,3
Eastern_Sierra173,Eastern_Sierra,0,0,24,148,0,Censored,Censored,3
Eastern_Sierra174,Eastern_Sierra,1,0,29,148,0,Censored,Censored,3
Eastern_Sierra175,Eastern_Sierra,0,0,29,145,0,Censored,Censored,3
Eastern_Sierra176,Eastern_Sierra,1,1,71,148,0,Censored,Censored,3
Eastern_Sierra178,Eastern_Sierra,0,1,102,146,0,Censored,Censored,3
Eastern_Sierra179,Eastern_Sierra,1,1,119,127,0,Censored,Censored,3
Eastern_Sierra180,Eastern_Sierra,0,1,124,145,0,Censored,Censored,3
Eastern_Sierra181,Eastern_Sierra,1,1,128,148,0,Censored,Censored,3
Eastern_Sierra27,Eastern_Sierra,0,1,63,364,0,Censored,Censored,3
Eastern_Sierra27,Eastern_Sierra,0,1,0,364,0,Censored,Censored,3
Eastern_Sierra27,Eastern_Sierra,0,1,0,365,0,Censored,Censored,3
Eastern_Sierra27,Eastern_Sierra,0,1,0,233,0,Censored,Censored,3
Eastern_Sierra27,Eastern_Sierra,0,1,107,187,0,Censored,Censored,3
Eastern_Sierra44,Eastern_Sierra,1,1,282,364,0,Censored,Censored,3
Eastern_Sierra44,Eastern_Sierra,1,1,0,239,1,Management,SNBS,3
Eastern_Sierra46,Eastern_Sierra,1,1,252,337,0,Censored,Censored,3
Eastern_Sierra53,Eastern_Sierra,0,1,122,364,0,Censored,Censored,3
Eastern_Sierra53,Eastern_Sierra,0,1,0,364,0,Censored,Censored,3
Eastern_Sierra53,Eastern_Sierra,0,1,0,40,1,Management,DEPREDATION,3
Eastern_Sierra63,Eastern_Sierra,0,1,77,364,0,Censored,Censored,3
Eastern_Sierra63,Eastern_Sierra,0,1,0,194,0,Censored,Censored,3
Eastern_Sierra66,Eastern_Sierra,1,1,297,364,0,Censored,Censored,3
Eastern_Sierra66,Eastern_Sierra,1,1,0,345,0,Censored,Censored,3
Eastern_Sierra66,Eastern_Sierra,1,1,43,90,1,Management,SNBS,3
Eastern_Sierra67,Eastern_Sierra,0,0,361,364,0,Censored,Censored,3
Eastern_Sierra67,Eastern_Sierra,0,0,0,82,0,Censored,Censored,3
Eastern_Sierra68,Eastern_Sierra,1,0,7,113,0,Censored,Censored,3
Eastern_Sierra69,Eastern_Sierra,0,1,52,147,0,Censored,Censored,3
Eastern_Sierra69,Eastern_Sierra,0,1,322,365,0,Censored,Censored,3
Eastern_Sierra69,Eastern_Sierra,0,1,0,129,0,Censored,Censored,3
Eastern_Sierra75,Eastern_Sierra,0,0,49,188,0,Censored,Censored,3
Eastern_Sierra75,Eastern_Sierra,0,1,182,365,0,Censored,Censored,3
Eastern_Sierra75,Eastern_Sierra,0,1,0,325,1,Unknown,UNKNOWN,3
Eastern_Sierra79,Eastern_Sierra,0,0,82,261,0,Censored,Censored,3
Eastern_Sierra79,Eastern_Sierra,0,1,14,73,1,Management,SNBS,3
Eastern_Sierra80,Eastern_Sierra,1,1,15,165,0,Censored,Censored,3
Eastern_Sierra80,Eastern_Sierra,1,1,53,85,0,Censored,Censored,3
Eastern_Sierra84,Eastern_Sierra,0,1,280,335,0,Censored,Censored,3
Eastern_Sierra84,Eastern_Sierra,0,1,2,117,0,Censored,Censored,3
Eastern_Sierra85,Eastern_Sierra,1,1,324,365,0,Censored,Censored,3
Eastern_Sierra85,Eastern_Sierra,1,1,0,362,0,Censored,Censored,3
Eastern_Sierra86,Eastern_Sierra,1,1,101,342,0,Censored,Censored,3
Eastern_Sierra86,Eastern_Sierra,1,1,95,364,0,Censored,Censored,3
Eastern_Sierra86,Eastern_Sierra,1,1,161,267,1,Unknown,UNKNOWN,3
Eastern_Sierra88,Eastern_Sierra,1,1,263,274,0,Censored,Censored,3
Eastern_Sierra93,Eastern_Sierra,0,1,37,365,0,Censored,Censored,3
Eastern_Sierra93,Eastern_Sierra,0,1,0,15,0,Censored,Censored,3
Eastern_Sierra94,Eastern_Sierra,0,1,7,92,1,Management,SNBS,3
Eastern_Sierra95,Eastern_Sierra,1,1,89,364,0,Censored,Censored,3
Eastern_Sierra95,Eastern_Sierra,1,1,0,68,0,Censored,Censored,3
EPF007,EP,0,1,15,364,0,Censored,Censored,2
EPF007,EP,0,1,0,38,1,Unknown,UNKNOWN,2
EPF008,EP,0,0,66,272,0,Censored,Censored,2
EPF008,EP,0,1,273,340,0,Censored,Censored,2
EPF013,EP,0,1,295,364,0,Censored,Censored,2
EPF013,EP,0,1,0,132,1,ISA,PREDATION - BY LION,2
EPF014,EP,0,1,33,364,0,Censored,Censored,2
EPF014,EP,0,1,0,89,0,Censored,Censored,2
EPF014,EP,0,1,8,22,1,Management,DEPREDATION PERMIT,2
EPF015,EP,0,1,78,170,1,Natural (Non-ISA),UNKNOWN BUT POSSIBLE EPIDEMIC DISEASE,2
EPF018,EP,0,0,63,188,0,Censored,Censored,2
EPF018,EP,0,1,182,365,0,Censored,Censored,2
EPF018,EP,0,1,0,364,0,Censored,Censored,2
EPF018,EP,0,1,0,364,0,Censored,Censored,2
EPF018,EP,0,1,0,46,0,Censored,Censored,2
EPF019,EP,0,1,287,313,1,Other Human,FIRE,2
EPF020,EP,0,1,7,365,0,Censored,Censored,2
EPF020,EP,0,1,0,207,0,Censored,Censored,2
EPF020,EP,0,1,72,364,0,Censored,Censored,2
EPF020,EP,0,1,0,15,0,Censored,Censored,2
EPF021,EP,0,0,59,178,1,Natural (Non-ISA),UNKNOWN BUT POSSIBLE EPIDEMIC DISEASE,2
EPF029,EP,0,1,67,290,1,Unknown,UNKNOWN,2
EPF035,EP,0,0,213,364,0,Censored,Censored,2
EPF035,EP,0,0,1,134,0,Censored,Censored,2
EPF038,EP,0,1,357,365,0,Censored,Censored,2
EPF038,EP,0,1,0,364,0,Censored,Censored,2
EPF038,EP,0,1,0,103,1,Poached,SHOT ILLEGALLY -  BY HUNTER,2
EPF041,EP,0,1,71,364,0,Censored,Censored,2
EPF041,EP,0,1,0,11,0,Censored,Censored,2
EPF043,EP,0,0,305,364,0,Censored,Censored,2
EPF043,EP,0,0,0,100,0,Censored,Censored,2
EPF047,EP,0,1,343,364,0,Censored,Censored,2
EPF047,EP,0,1,0,359,0,Censored,Censored,2
EPF047,EP,0,1,0,92,0,Censored,Censored,2
EPF048,EP,0,1,21,362,0,Censored,Censored,2
EPF048,EP,0,1,0,78,0,Censored,Censored,2
EPF049,EP,0,1,303,365,0,Censored,Censored,2
EPF049,EP,0,1,0,364,0,Censored,Censored,2
EPF049,EP,0,1,0,46,0,Censored,Censored,2
EPF094,EP,0,1,87,207,1,Natural (Non-ISA),DISEASE - COCCIDIODOMYCOSIS,2
EPF105,EP,0,1,35,364,0,Censored,Censored,2
EPF105,EP,0,1,0,34,0,Censored,Censored,2
EPF137,EP,0,1,57,364,0,Censored,Censored,2
EPF137,EP,0,1,0,76,0,Censored,Censored,2
EPF138,EP,0,0,122,235,0,Censored,Censored,2
EPF139,EP,0,0,351,364,0,Censored,Censored,2
EPF139,EP,0,0,0,34,0,Censored,Censored,2
EPF139,EP,0,1,28,76,0,Censored,Censored,2
EPM001,EP,1,1,7,176,1,Natural (Non-ISA),UNKNOWN BUT POSSIBLE EPIDEMIC DISEASE,2
EPM002,EP,1,0,320,364,0,Censored,Censored,2
EPM002,EP,1,0,0,163,1,Vehicle,VEHICLE STRIKE,2
EPM005,EP,1,0,301,364,0,Censored,Censored,2
EPM005,EP,1,0,0,74,0,Censored,Censored,2
EPM006,EP,1,1,338,364,0,Censored,Censored,2
EPM006,EP,1,1,0,172,0,Censored,Censored,2
EPM009,EP,1,0,113,361,0,Censored,Censored,2
EPM009,EP,1,0,0,20,1,Management,DEPREDATION PERMIT,2
EPM010,EP,1,0,107,364,0,Censored,Censored,2
EPM010,EP,1,0,0,171,0,Censored,Censored,2
EPM016,EP,1,1,63,201,1,Management,DEPREDATION PERMIT (ALSO SIG WT LOSS - POSSIBLE...,2
EPM017,EP,1,1,81,364,0,Censored,Censored,2
EPM017,EP,1,1,0,199,0,Censored,Censored,2
EPM017,EP,1,1,63,219,1,Unknown,UNKNOWN,2
EPM022,EP,1,1,31,52,1,Management,DEPREDATION PERMIT,2
EPM031,EP,1,0,143,276,0,Censored,Censored,2
EPM032,EP,1,0,142,347,0,Censored,Censored,2
EPM032,EP,1,1,259,297,1,Management,DEPREDATION,2
EPM037,EP,1,0,357,365,0,Censored,Censored,2
EPM037,EP,1,0,0,179,0,Censored,Censored,2
EPM039,EP,1,1,19,281,0,Censored,Censored,2
EPM039,EP,1,1,42,176,0,Censored,Censored,2
EPM040,EP,1,0,68,364,0,Censored,Censored,2
EPM040,EP,1,0,0,10,0,Censored,Censored,2
EPM040,EP,1,1,329,365,0,Censored,Censored,2
EPM040,EP,1,1,0,68,0,Censored,Censored,2
EPM046,EP,1,1,336,364,0,Censored,Censored,2
EPM046,EP,1,1,0,134,1,Vehicle,VEHICLE STRIKE,2
EPM053,EP,1,0,338,365,0,Censored,Censored,2
EPM053,EP,1,0,0,335,0,Censored,Censored,2
EPM053,EP,1,1,329,351,0,Censored,Censored,2
EPM059,EP,1,1,103,297,1,Poached,LIKELY SHOT ILLEGALLY - COLLAR WITH BULLET HOLE...,2
EPM067,EP,1,1,33,353,0,Censored,Censored,2
EPM107,EP,1,0,51,364,1,Vehicle,VEHICLE STRIKE,2
EPM107,EP,1,0,0,1,0,Censored,Censored,2
EPM108,EP,1,0,85,93,1,Management,DEPREDATION (PERMIT # 4-4-13) TRAPPED BY SHEEP ...,2
EPM109,EP,1,1,93,364,0,Censored,Censored,2
EPM109,EP,1,1,93,364,0,Censored,Censored,2
EPM109,EP,1,1,0,86,1,Unknown,UNKNOWN,2
EPM110,EP,1,0,127,298,1,Vehicle,VEHICLE STRIKE,2
EPM120,EP,1,0,326,364,0,Censored,Censored,2
EPM120,EP,1,0,0,219,0,Censored,Censored,2
EPM125,EP,1,0,77,364,0,Censored,Censored,2
EPM125,EP,1,0,0,125,0,Censored,Censored,2
EPM125,EP,1,1,119,180,0,Censored,Censored,2
EPM145,EP,1,1,341,364,0,Censored,Censored,2
EPM145,EP,1,1,0,165,0,Censored,Censored,2
EPM146,EP,1,1,19,188,0,Censored,Censored,2
HoopaHF01,Hoopa,0,1,185,364,0,Censored,Censored,2
HoopaHF01,Hoopa,0,1,0,121,0,Censored,Censored,2
HoopaHF02,Hoopa,0,0,212,359,1,Poached,GUNSHOT,2
HoopaHF03,Hoopa,0,1,253,364,0,Censored,Censored,2
HoopaHF03,Hoopa,0,1,0,177,0,Censored,Censored,2
HoopaHF04,Hoopa,0,1,224,364,0,Censored,Censored,2
